	date	sensorName	time	value	worksession
605	08:01:19	hum	11:11:55	40.0	9
606	08:01:19	lum	11:12:03	148.0	9
607	08:01:19	temp	11:12:03	21.0	9
608	08:01:19	hum	11:12:03	40.0	9
609	08:01:19	lum	11:12:11	73.0	9
610	08:01:19	temp	11:12:11	21.0	9
611	08:01:19	hum	11:12:11	42.0	9
612	08:01:19	lum	11:12:19	72.0	9
613	08:01:19	temp	11:12:19	21.0	9
614	08:01:19	hum	11:12:19	41.0	9
615	08:01:19	lum	11:12:27	167.0	9
616	08:01:19	temp	11:12:27	21.0	9
617	08:01:19	hum	11:12:27	41.0	9
618	08:01:19	lum	11:12:35	152.0	9
619	08:01:19	temp	11:12:35	21.0	9
620	08:01:19	hum	11:12:35	41.0	9
621	08:01:19	lum	11:12:43	133.0	9
622	08:01:19	temp	11:12:43	21.0	9
623	08:01:19	hum	11:12:43	41.0	9
624	08:01:19	lum	11:12:51	154.0	9
625	08:01:19	temp	11:12:51	21.0	9
626	08:01:19	hum	11:12:51	41.0	9
627	08:01:19	lum	11:12:59	160.0	9
628	08:01:19	temp	11:12:59	21.0	9
629	08:01:19	hum	11:12:59	40.0	9
630	08:01:19	lum	11:13:07	141.0	9
631	08:01:19	temp	11:13:07	21.0	9
632	08:01:19	hum	11:13:07	40.0	9
633	08:01:19	lum	11:13:15	146.0	9
634	08:01:19	temp	11:13:15	21.0	9
635	08:01:19	hum	11:13:15	40.0	9
636	08:01:19	lum	11:13:23	88.0	9
637	08:01:19	temp	11:13:23	21.0	9
638	08:01:19	hum	11:13:23	39.0	9
639	08:01:19	lum	11:13:31	140.0	9
640	08:01:19	temp	11:13:31	21.0	9
641	08:01:19	hum	11:13:31	39.0	9
642	08:01:19	lum	11:13:39	154.0	9
643	08:01:19	temp	11:13:39	21.0	9
644	08:01:19	hum	11:13:39	39.0	9
645	08:01:19	lum	11:13:47	159.0	9
646	08:01:19	temp	11:13:47	21.0	9
647	08:01:19	hum	11:13:47	39.0	9
648	08:01:19	lum	11:13:55	157.0	9
649	08:01:19	temp	11:13:55	21.0	9
650	08:01:19	hum	11:13:55	39.0	9
651	08:01:19	lum	11:14:03	148.0	9
652	08:01:19	temp	11:14:03	21.0	9
653	08:01:19	hum	11:14:03	39.0	9
654	08:01:19	lum	11:14:11	160.0	9
655	08:01:19	temp	11:14:11	21.0	9
656	08:01:19	hum	11:14:11	40.0	9
657	08:01:19	lum	11:14:19	138.0	9
658	08:01:19	temp	11:14:19	21.0	9
659	08:01:19	hum	11:14:19	40.0	9
660	08:01:19	lum	11:14:27	170.0	9
661	08:01:19	temp	11:14:27	21.0	9
662	08:01:19	hum	11:14:27	40.0	9
663	08:01:19	lum	11:14:35	162.0	9
664	08:01:19	temp	11:14:35	21.0	9
665	08:01:19	hum	11:14:35	39.0	9
666	08:01:19	lum	11:14:43	159.0	9
667	08:01:19	temp	11:14:43	21.0	9
668	08:01:19	hum	11:14:43	39.0	9
669	08:01:19	lum	11:14:51	109.0	9
670	08:01:19	temp	11:14:51	21.0	9
671	08:01:19	hum	11:14:51	39.0	9
672	08:01:19	lum	11:14:59	167.0	9
673	08:01:19	temp	11:14:59	21.0	9
674	08:01:19	hum	11:14:59	39.0	9
675	08:01:19	lum	11:15:07	155.0	9
676	08:01:19	temp	11:15:07	21.0	9
677	08:01:19	hum	11:15:07	40.0	9
678	08:01:19	lum	11:15:15	145.0	9
679	08:01:19	temp	11:15:15	21.0	9
680	08:01:19	hum	11:15:15	40.0	9
681	08:01:19	lum	11:15:23	154.0	9
682	08:01:19	temp	11:15:23	21.0	9
683	08:01:19	hum	11:15:23	39.0	9
684	08:01:19	lum	11:15:31	146.0	9
685	08:01:19	temp	11:15:31	21.0	9
686	08:01:19	hum	11:15:31	39.0	9
687	08:01:19	lum	11:15:39	89.0	9
688	08:01:19	temp	11:15:39	21.0	9
689	08:01:19	hum	11:15:39	39.0	9
690	08:01:19	lum	11:15:47	164.0	9
691	08:01:19	temp	11:15:47	21.0	9
692	08:01:19	hum	11:15:47	40.0	9
693	08:01:19	lum	11:15:55	160.0	9
694	08:01:19	temp	11:15:55	21.0	9
695	08:01:19	hum	11:15:55	40.0	9
696	08:01:19	lum	11:16:03	156.0	9
697	08:01:19	temp	11:16:03	21.0	9
698	08:01:19	hum	11:16:03	39.0	9
699	08:01:19	lum	11:16:11	160.0	9
700	08:01:19	temp	11:16:11	21.0	9
701	08:01:19	hum	11:16:11	39.0	9
702	08:01:19	lum	11:16:19	159.0	9
703	08:01:19	temp	11:16:19	21.0	9
704	08:01:19	hum	11:16:19	39.0	9
705	08:01:19	lum	11:16:27	166.0	9
706	08:01:19	temp	11:16:27	21.0	9
707	08:01:19	hum	11:16:27	39.0	9
708	08:01:19	lum	11:16:35	156.0	9
709	08:01:19	temp	11:16:35	21.0	9
710	08:01:19	hum	11:16:35	39.0	9
711	08:01:19	lum	11:16:43	160.0	9
712	08:01:19	temp	11:16:43	21.0	9
713	08:01:19	hum	11:16:43	40.0	9
714	08:01:19	lum	11:16:51	163.0	9
715	08:01:19	temp	11:16:51	21.0	9
716	08:01:19	hum	11:16:51	40.0	9
717	08:01:19	lum	11:16:59	139.0	9
718	08:01:19	temp	11:16:59	21.0	9
719	08:01:19	hum	11:16:59	40.0	9
720	08:01:19	lum	11:17:07	164.0	9
721	08:01:19	temp	11:17:07	21.0	9
722	08:01:19	hum	11:17:07	39.0	9
723	08:01:19	lum	11:17:15	154.0	9
724	08:01:19	temp	11:17:15	21.0	9
725	08:01:19	hum	11:17:15	39.0	9
726	08:01:19	lum	11:17:23	163.0	9
727	08:01:19	temp	11:17:23	21.0	9
728	08:01:19	hum	11:17:23	39.0	9
729	08:01:19	lum	11:17:31	163.0	9
730	08:01:19	temp	11:17:31	21.0	9
731	08:01:19	hum	11:17:31	40.0	9
732	08:01:19	lum	11:17:39	170.0	9
733	08:01:19	temp	11:17:39	21.0	9
734	08:01:19	hum	11:17:39	40.0	9
735	08:01:19	lum	11:17:47	171.0	9
736	08:01:19	temp	11:17:47	21.0	9
737	08:01:19	hum	11:17:47	40.0	9
738	08:01:19	lum	11:17:55	170.0	9
739	08:01:19	temp	11:17:55	21.0	9
740	08:01:19	hum	11:17:55	40.0	9
741	08:01:19	lum	11:18:03	134.0	9
742	08:01:19	temp	11:18:03	21.0	9
743	08:01:19	hum	11:18:03	39.0	9
744	08:01:19	lum	11:18:11	156.0	9
745	08:01:19	temp	11:18:11	21.0	9
746	08:01:19	hum	11:18:11	39.0	9
747	08:01:19	lum	11:18:19	166.0	9
748	08:01:19	temp	11:18:19	21.0	9
749	08:01:19	hum	11:18:19	40.0	9
750	08:01:19	lum	11:18:27	168.0	9
751	08:01:19	temp	11:18:27	21.0	9
752	08:01:19	hum	11:18:27	40.0	9
753	08:01:19	lum	11:18:35	146.0	9
754	08:01:19	temp	11:18:35	21.0	9
755	08:01:19	hum	11:18:35	40.0	9
756	08:01:19	lum	11:54:57	79.0	9
757	08:01:19	temp	11:54:57	21.0	9
758	08:01:19	hum	11:54:57	39.0	9
759	08:01:19	lum	11:55:05	112.0	9
760	08:01:19	temp	11:55:05	21.0	9
761	08:01:19	hum	11:55:05	39.0	9
762	08:01:19	lum	11:55:13	124.0	9
763	08:01:19	temp	11:55:13	21.0	9
764	08:01:19	hum	11:55:13	39.0	9
765	08:01:19	lum	11:55:21	122.0	9
766	08:01:19	temp	11:55:21	21.0	9
767	08:01:19	hum	11:55:21	39.0	9
768	08:01:19	lum	11:55:29	114.0	9
769	08:01:19	temp	11:55:29	21.0	9
770	08:01:19	hum	11:55:29	39.0	9
771	08:01:19	lum	11:55:37	108.0	10
772	08:01:19	temp	11:55:37	21.0	10
773	08:01:19	hum	11:55:37	40.0	10
774	08:01:19	lum	11:55:45	117.0	11
775	08:01:19	temp	11:55:45	21.0	11
776	08:01:19	hum	11:55:45	40.0	11
777	08:01:19	lum	11:55:53	135.0	12
778	08:01:19	temp	11:55:53	21.0	12
779	08:01:19	hum	11:55:53	39.0	12
780	08:01:19	lum	11:56:01	100.0	12
781	08:01:19	temp	11:56:01	21.0	12
782	08:01:19	hum	11:56:01	39.0	12
783	08:01:19	lum	11:56:09	135.0	12
784	08:01:19	temp	11:56:09	21.0	12
785	08:01:19	hum	11:56:09	39.0	12
786	08:01:19	lum	11:56:16	128.0	12
787	08:01:19	temp	11:56:16	21.0	12
788	08:01:19	hum	11:56:16	39.0	12
789	08:01:19	lum	11:56:24	102.0	12
790	08:01:19	temp	11:56:24	21.0	12
791	08:01:19	hum	11:56:24	39.0	12
792	08:01:19	lum	11:56:32	90.0	12
793	08:01:19	temp	11:56:32	21.0	12
794	08:01:19	hum	11:56:32	38.0	12
795	08:01:19	lum	11:56:40	84.0	12
796	08:01:19	temp	11:56:40	21.0	12
797	08:01:19	hum	11:56:40	39.0	12
798	08:01:19	lum	11:56:48	95.0	12
799	08:01:19	temp	11:56:48	21.0	12
800	08:01:19	hum	11:56:48	38.0	12
801	08:01:19	lum	11:56:56	106.0	12
802	08:01:19	temp	11:56:56	21.0	12
803	08:01:19	hum	11:56:56	38.0	12
804	08:01:19	lum	11:57:04	116.0	12
805	08:01:19	temp	11:57:04	21.0	12
806	08:01:19	hum	11:57:04	38.0	12
807	08:01:19	lum	11:57:12	70.0	12
808	08:01:19	temp	11:57:12	21.0	12
809	08:01:19	hum	11:57:12	39.0	12
810	08:01:19	lum	11:57:20	74.0	12
811	08:01:19	temp	11:57:20	21.0	12
812	08:01:19	hum	11:57:20	41.0	12
813	08:01:19	lum	11:57:28	77.0	12
814	08:01:19	temp	11:57:28	21.0	12
815	08:01:19	hum	11:57:28	40.0	12
816	08:01:19	lum	11:57:36	124.0	12
817	08:01:19	temp	11:57:36	21.0	12
818	08:01:19	hum	11:57:36	38.0	12
819	08:01:19	lum	11:57:44	84.0	12
820	08:01:19	temp	11:57:44	21.0	12
821	08:01:19	hum	11:57:44	38.0	12
822	08:01:19	lum	11:57:52	113.0	12
823	08:01:19	temp	11:57:52	21.0	12
824	08:01:19	hum	11:57:52	38.0	12
825	08:01:19	lum	11:58:00	135.0	12
826	08:01:19	temp	11:58:00	21.0	12
827	08:01:19	hum	11:58:00	38.0	12
828	08:01:19	lum	11:58:08	129.0	12
829	08:01:19	temp	11:58:08	21.0	12
830	08:01:19	hum	11:58:08	38.0	12
831	08:01:19	lum	11:58:16	110.0	12
832	08:01:19	temp	11:58:16	21.0	12
833	08:01:19	hum	11:58:16	39.0	12
834	08:01:19	lum	11:58:24	126.0	12
835	08:01:19	temp	11:58:24	21.0	12
836	08:01:19	hum	11:58:24	38.0	12
837	08:01:19	lum	11:58:32	160.0	12
838	08:01:19	temp	11:58:32	22.0	12
839	08:01:19	hum	11:58:32	38.0	12
840	08:01:19	lum	11:58:40	164.0	12
841	08:01:19	temp	11:58:40	21.0	12
842	08:01:19	hum	11:58:40	37.0	12
843	08:01:19	lum	11:58:48	130.0	12
844	08:01:19	temp	11:58:48	21.0	12
845	08:01:19	hum	11:58:48	37.0	12
846	21:01:19	lum	16:55:04	484.0	12
847	21:01:19	temp	16:55:04	24.0	12
848	21:01:19	hum	16:55:04	38.0	12
849	21:01:19	lum	16:55:12	480.0	12
850	21:01:19	temp	16:55:12	24.0	12
851	21:01:19	hum	16:55:12	38.0	12
852	21:01:19	lum	16:55:20	494.0	12
853	21:01:19	temp	16:55:20	24.0	12
854	21:01:19	hum	16:55:20	38.0	12
855	21:01:19	lum	16:55:28	494.0	12
856	21:01:19	temp	16:55:28	24.0	12
857	21:01:19	hum	16:55:28	38.0	12
858	21:01:19	lum	16:55:36	502.0	12
859	21:01:19	temp	16:55:36	24.0	12
860	21:01:19	hum	16:55:36	38.0	12
861	21:01:19	lum	16:55:44	484.0	12
862	21:01:19	temp	16:55:44	24.0	12
863	21:01:19	hum	16:55:44	38.0	12
864	21:01:19	lum	16:55:52	493.0	13
865	21:01:19	temp	16:55:52	24.0	13
866	21:01:19	hum	16:55:52	39.0	13
867	21:01:19	lum	16:56:00	499.0	13
868	21:01:19	temp	16:56:00	24.0	13
869	21:01:19	hum	16:56:00	39.0	13
870	21:01:19	lum	16:56:08	496.0	13
871	21:01:19	temp	16:56:08	24.0	13
872	21:01:19	hum	16:56:08	39.0	13
873	21:01:19	lum	16:56:16	491.0	13
874	21:01:19	temp	16:56:16	24.0	13
875	21:01:19	hum	16:56:16	39.0	13
876	21:01:19	lum	16:56:24	495.0	13
877	21:01:19	temp	16:56:24	24.0	13
878	21:01:19	hum	16:56:24	38.0	13
879	21:01:19	lum	16:56:32	497.0	13
880	21:01:19	temp	16:56:32	24.0	13
881	21:01:19	hum	16:56:32	38.0	13
882	21:01:19	lum	16:56:40	494.0	13
883	21:01:19	temp	16:56:40	24.0	13
884	21:01:19	hum	16:56:40	38.0	13
885	21:01:19	lum	16:56:48	475.0	13
886	21:01:19	temp	16:56:48	24.0	13
887	21:01:19	hum	16:56:48	38.0	13
888	21:01:19	lum	16:56:56	500.0	13
889	21:01:19	temp	16:56:56	24.0	13
890	21:01:19	hum	16:56:56	39.0	13
891	21:01:19	lum	16:57:04	491.0	13
892	21:01:19	temp	16:57:04	24.0	13
893	21:01:19	hum	16:57:04	39.0	13
894	21:01:19	lum	16:57:12	498.0	13
895	21:01:19	temp	16:57:12	24.0	13
896	21:01:19	hum	16:57:12	39.0	13
897	21:01:19	lum	16:57:20	491.0	13
898	21:01:19	temp	16:57:20	24.0	13
899	21:01:19	hum	16:57:20	39.0	13
900	21:01:19	lum	16:57:28	499.0	13
901	21:01:19	temp	16:57:28	24.0	13
902	21:01:19	hum	16:57:28	39.0	13
903	21:01:19	lum	16:57:36	497.0	13
904	21:01:19	temp	16:57:36	24.0	13
905	21:01:19	hum	16:57:36	39.0	13
906	21:01:19	lum	16:57:44	495.0	13
907	21:01:19	temp	16:57:44	24.0	13
908	21:01:19	hum	16:57:44	39.0	13
909	21:01:19	lum	16:57:52	495.0	13
910	21:01:19	temp	16:57:52	24.0	13
911	21:01:19	hum	16:57:52	39.0	13
912	21:01:19	lum	16:58:00	496.0	13
913	21:01:19	temp	16:58:00	24.0	13
914	21:01:19	hum	16:58:00	39.0	13
915	21:01:19	lum	16:58:08	485.0	13
916	21:01:19	temp	16:58:08	24.0	13
917	21:01:19	hum	16:58:08	39.0	13
918	21:01:19	lum	16:58:16	485.0	13
919	21:01:19	temp	16:58:16	24.0	13
920	21:01:19	hum	16:58:16	39.0	13
921	21:01:19	lum	16:58:24	497.0	13
922	21:01:19	temp	16:58:24	24.0	13
923	21:01:19	hum	16:58:24	39.0	13
924	21:01:19	lum	16:58:32	499.0	13
925	21:01:19	temp	16:58:32	24.0	13
926	21:01:19	hum	16:58:32	39.0	13
927	21:01:19	lum	16:58:40	497.0	13
928	21:01:19	temp	16:58:40	24.0	13
929	21:01:19	hum	16:58:40	41.0	13
930	21:01:19	lum	16:58:48	494.0	13
931	21:01:19	temp	16:58:48	24.0	13
932	21:01:19	hum	16:58:48	42.0	13
933	21:01:19	lum	16:58:56	493.0	13
934	21:01:19	temp	16:58:56	24.0	13
935	21:01:19	hum	16:58:56	40.0	13
936	21:01:19	lum	16:59:04	490.0	13
937	21:01:19	temp	16:59:04	24.0	13
938	21:01:19	hum	16:59:04	39.0	13
939	21:01:19	lum	16:59:12	492.0	13
940	21:01:19	temp	16:59:12	24.0	13
941	21:01:19	hum	16:59:12	39.0	13
942	21:01:19	lum	16:59:20	494.0	13
943	21:01:19	temp	16:59:20	24.0	13
944	21:01:19	hum	16:59:20	39.0	13
945	21:01:19	lum	16:59:28	492.0	13
946	21:01:19	temp	16:59:28	24.0	13
947	21:01:19	hum	16:59:28	39.0	13
948	21:01:19	lum	16:59:36	491.0	13
949	21:01:19	temp	16:59:36	24.0	13
950	21:01:19	hum	16:59:36	39.0	13
951	21:01:19	lum	16:59:44	497.0	13
952	21:01:19	temp	16:59:44	24.0	13
953	21:01:19	hum	16:59:44	39.0	13
954	21:01:19	lum	16:59:52	493.0	13
955	21:01:19	temp	16:59:52	24.0	13
956	21:01:19	hum	16:59:52	39.0	13
957	21:01:19	lum	17:00:00	495.0	13
958	21:01:19	temp	17:00:00	24.0	13
959	21:01:19	hum	17:00:00	39.0	13
960	21:01:19	lum	17:00:08	493.0	13
961	21:01:19	temp	17:00:08	24.0	13
962	21:01:19	hum	17:00:08	39.0	13
963	21:01:19	lum	17:00:16	491.0	13
964	21:01:19	temp	17:00:16	24.0	13
965	21:01:19	hum	17:00:16	39.0	13
966	21:01:19	lum	17:00:24	493.0	13
967	21:01:19	temp	17:00:24	24.0	13
968	21:01:19	hum	17:00:24	38.0	13
969	21:01:19	lum	17:00:32	494.0	13
970	21:01:19	temp	17:00:32	24.0	13
971	21:01:19	hum	17:00:32	38.0	13
972	21:01:19	lum	17:00:40	499.0	13
973	21:01:19	temp	17:00:40	24.0	13
974	21:01:19	hum	17:00:40	38.0	13
975	21:01:19	lum	17:00:48	496.0	13
976	21:01:19	temp	17:00:48	24.0	13
977	21:01:19	hum	17:00:48	38.0	13
978	21:01:19	lum	17:00:56	494.0	13
979	21:01:19	temp	17:00:56	24.0	13
980	21:01:19	hum	17:00:56	38.0	13
981	21:01:19	lum	17:01:04	482.0	13
982	21:01:19	temp	17:01:04	24.0	13
983	21:01:19	hum	17:01:04	38.0	13
984	21:01:19	lum	17:01:12	492.0	13
985	21:01:19	temp	17:01:12	24.0	13
986	21:01:19	hum	17:01:12	38.0	13
987	21:01:19	lum	17:01:20	497.0	13
988	21:01:19	temp	17:01:20	24.0	13
989	21:01:19	hum	17:01:20	38.0	13
990	21:01:19	lum	17:01:28	498.0	13
991	21:01:19	temp	17:01:28	24.0	13
992	21:01:19	hum	17:01:28	39.0	13
993	21:01:19	lum	17:01:36	494.0	13
994	21:01:19	temp	17:01:36	24.0	13
995	21:01:19	hum	17:01:36	39.0	13
996	21:01:19	lum	17:01:44	492.0	13
997	21:01:19	temp	17:01:44	24.0	13
998	21:01:19	hum	17:01:44	38.0	13
999	21:01:19	lum	17:01:52	493.0	13
1000	21:01:19	temp	17:01:52	24.0	13
1001	21:01:19	hum	17:01:52	38.0	13
1002	21:01:19	lum	17:02:00	484.0	13
1003	21:01:19	temp	17:02:00	24.0	13
1004	21:01:19	hum	17:02:00	38.0	13
1005	21:01:19	lum	17:02:08	492.0	13
1006	21:01:19	temp	17:02:08	24.0	13
1007	21:01:19	hum	17:02:08	38.0	13
1008	21:01:19	lum	17:02:16	495.0	13
1009	21:01:19	temp	17:02:16	24.0	13
1010	21:01:19	hum	17:02:16	39.0	13
1011	21:01:19	lum	17:02:24	490.0	13
1012	21:01:19	temp	17:02:24	24.0	13
1013	21:01:19	hum	17:02:24	38.0	13
1014	21:01:19	lum	17:02:32	493.0	13
1015	21:01:19	temp	17:02:32	24.0	13
1016	21:01:19	hum	17:02:32	38.0	13
1017	21:01:19	lum	17:02:40	493.0	13
1018	21:01:19	temp	17:02:40	24.0	13
1019	21:01:19	hum	17:02:40	38.0	13
1020	21:01:19	lum	17:02:48	496.0	13
1021	21:01:19	temp	17:02:48	24.0	13
1022	21:01:19	hum	17:02:48	38.0	13
1023	21:01:19	lum	17:02:56	502.0	13
1024	21:01:19	temp	17:02:56	24.0	13
1025	21:01:19	hum	17:02:56	38.0	13
1026	21:01:19	lum	17:03:04	494.0	13
1027	21:01:19	temp	17:03:04	24.0	13
1028	21:01:19	hum	17:03:04	44.0	13
1029	21:01:19	lum	17:03:12	500.0	13
1030	21:01:19	temp	17:03:12	24.0	13
1031	21:01:19	hum	17:03:12	41.0	13
1032	21:01:19	lum	17:03:20	496.0	13
1033	21:01:19	temp	17:03:20	24.0	13
1034	21:01:19	hum	17:03:20	40.0	13
1035	21:01:19	lum	17:03:28	493.0	13
1036	21:01:19	temp	17:03:28	24.0	13
1037	21:01:19	hum	17:03:28	39.0	13
1038	21:01:19	lum	17:03:36	488.0	13
1039	21:01:19	temp	17:03:36	24.0	13
1040	21:01:19	hum	17:03:36	39.0	13
1041	21:01:19	lum	17:03:44	497.0	13
1042	21:01:19	temp	17:03:44	24.0	13
1043	21:01:19	hum	17:03:44	39.0	13
1044	21:01:19	lum	17:03:52	498.0	13
1045	21:01:19	temp	17:03:52	24.0	13
1046	21:01:19	hum	17:03:52	38.0	13
1047	21:01:19	lum	17:04:00	497.0	13
1048	21:01:19	temp	17:04:00	24.0	13
1049	21:01:19	hum	17:04:00	38.0	13
